Age,Gender,Sentiment,Food
51,woman,disgust,"Mint Sauce"
37,man,sad,"Mango Chutney"
21,man,fear,"Mango Chutney"
27,man,angry,"Mint Sauce"
67,man,angry,"Mango Chutney"
55,woman,surprise,"Mango Chutney"
52,woman,angry,"Onion Chutney"
55,man,fear,"Lime Pickle"
24,man,disgust,"Red Sauce"
18,woman,disgust,"Onion Chutney"
46,man,disgust,"Red Sauce"
35,woman,surprise,"Mango Chutney"
64,woman,happy,"Onion Chutney"
65,woman,fear,"Lime Pickle"
29,man,angry,"Mango Chutney"
57,man,fear,"Mint Sauce"
30,woman,fear,"Mango Chutney"
47,woman,fear,"Mango Chutney"
18,man,sad,"Mango Chutney"
58,woman,surprise,"Red Sauce"
32,woman,disgust,"Mango Chutney"
39,woman,angry,"Onion Chutney"
58,woman,sad,"Mint Sauce"
15,man,fear,"Red Sauce"
35,man,fear,"Mint Sauce"
61,woman,surprise,"Mint Sauce"
69,man,sad,"Mango Chutney"
34,man,happy,"Onion Chutney"
35,woman,angry,"Red Sauce"
37,woman,disgust,"Mango Chutney"
35,man,sad,"Mint Sauce"
15,man,sad,"Lime Pickle"
27,man,disgust,"Mint Sauce"
18,man,happy,"Mango Chutney"
26,man,surprise,"Onion Chutney"
36,woman,surprise,"Mint Sauce"
30,woman,disgust,"Red Sauce"
23,woman,happy,"Mango Chutney"
40,man,happy,"Mint Sauce"
49,woman,disgust,"Mango Chutney"
61,woman,sad,"Onion Chutney"
27,woman,sad,"Mint Sauce"
65,man,angry,"Mango Chutney"
44,woman,sad,"Mint Sauce"
36,man,sad,"Mango Chutney"
49,woman,fear,"Onion Chutney"
35,man,sad,"Mint Sauce"
39,woman,angry,"Onion Chutney"
58,man,fear,"Mint Sauce"
24,man,angry,"Mango Chutney"
62,man,surprise,"Lime Pickle"
46,woman,sad,"Mint Sauce"
62,man,disgust,"Mango Chutney"
39,woman,surprise,"Onion Chutney"
22,woman,sad,"Mango Chutney"
30,man,angry,"Mint Sauce"
59,woman,surprise,"Mango Chutney"
53,man,sad,"Onion Chutney"
41,woman,sad,"Mint Sauce"
58,woman,surprise,"Lime Pickle"
24,woman,sad,"Mango Chutney"
46,woman,fear,"Mint Sauce"
65,woman,happy,"Mango Chutney"
68,woman,angry,"Mint Sauce"
48,woman,happy,"Onion Chutney"
52,man,sad,"Mint Sauce"
50,woman,fear,"Mango Chutney"
53,man,sad,"Lime Pickle"
55,man,fear,"Mint Sauce"
19,man,fear,"Mint Sauce"
26,woman,happy,"Mango Chutney"
38,man,disgust,"Onion Chutney"
51,man,happy,"Onion Chutney"
42,woman,surprise,"Lime Pickle"
56,man,fear,"Onion Chutney"
45,woman,sad,"Mint Sauce"
42,woman,sad,"Onion Chutney"
23,man,fear,"Mango Chutney"
65,woman,happy,"Mango Chutney"
27,man,angry,"Mango Chutney"
59,man,fear,"Mint Sauce"
60,man,angry,"Mango Chutney"
41,man,happy,"Mint Sauce"
68,man,sad,"Mint Sauce"
67,woman,happy,"Onion Chutney"
54,man,happy,"Mint Sauce"
26,woman,sad,"Mint Sauce"
64,man,angry,"Mango Chutney"
46,woman,sad,"Mango Chutney"
28,woman,disgust,"Lime Pickle"
46,man,sad,"Onion Chutney"
63,woman,fear,"Mango Chutney"
54,woman,surprise,"Mint Sauce"
47,woman,happy,"Onion Chutney"
20,woman,surprise,"Mint Sauce"
38,woman,angry,"Onion Chutney"
54,man,happy,"Mint Sauce"
28,woman,sad,"Mango Chutney"
63,man,disgust,"Red Sauce"
20,man,fear,"Onion Chutney"
16,man,happy,"Mint Sauce"
44,woman,fear,"Red Sauce"
69,man,sad,"Mint Sauce"
19,woman,surprise,"Red Sauce"
39,man,happy,"Mango Chutney"
33,man,happy,"Onion Chutney"
37,woman,disgust,"Onion Chutney"
26,man,angry,"Lime Pickle"
53,woman,disgust,"Mint Sauce"
52,woman,disgust,"Mint Sauce"
44,man,disgust,"Mango Chutney"
61,woman,happy,"Mango Chutney"
48,man,angry,"Mango Chutney"
25,woman,happy,"Mint Sauce"
22,man,fear,"Mint Sauce"
15,woman,disgust,"Mint Sauce"
25,woman,sad,"Red Sauce"
67,woman,disgust,"Mango Chutney"
65,man,surprise,"Mango Chutney"
30,woman,fear,"Mango Chutney"
47,woman,fear,"Mango Chutney"
67,woman,happy,"Mint Sauce"
66,man,angry,"Red Sauce"
48,man,sad,"Onion Chutney"
48,woman,fear,"Mint Sauce"
33,woman,angry,"Mango Chutney"
33,woman,disgust,"Mango Chutney"
46,woman,fear,"Mango Chutney"
21,woman,sad,"Onion Chutney"
45,woman,sad,"Onion Chutney"
40,man,disgust,"Red Sauce"
69,woman,disgust,"Mint Sauce"
15,woman,fear,"Mango Chutney"
31,man,angry,"Mint Sauce"
53,woman,fear,"Onion Chutney"
57,man,disgust,"Mango Chutney"
27,woman,fear,"Red Sauce"
50,man,happy,"Mango Chutney"
61,man,disgust,"Onion Chutney"
22,woman,happy,"Mint Sauce"
54,woman,angry,"Mango Chutney"
57,man,fear,"Mango Chutney"
24,man,angry,"Mango Chutney"
24,woman,surprise,"Mint Sauce"
25,woman,sad,"Mint Sauce"
53,man,surprise,"Mango Chutney"
50,woman,disgust,"Red Sauce"
38,woman,sad,"Mango Chutney"
23,man,fear,"Mint Sauce"
58,man,happy,"Onion Chutney"
43,woman,happy,"Mango Chutney"
27,man,surprise,"Mango Chutney"
52,woman,angry,"Mint Sauce"
33,woman,fear,"Mint Sauce"
48,woman,happy,"Mint Sauce"
48,man,sad,"Onion Chutney"
19,man,happy,"Mint Sauce"
52,man,happy,"Lime Pickle"
34,woman,angry,"Mango Chutney"
45,man,surprise,"Mango Chutney"
26,woman,happy,"Mint Sauce"
37,woman,surprise,"Onion Chutney"
34,woman,fear,"Mango Chutney"
35,woman,angry,"Mango Chutney"
36,man,fear,"Mint Sauce"
45,man,angry,"Mango Chutney"
31,man,sad,"Onion Chutney"
26,woman,sad,"Onion Chutney"
63,woman,sad,"Mint Sauce"
67,woman,disgust,"Mint Sauce"
58,man,fear,"Mango Chutney"
58,woman,angry,"Lime Pickle"
43,man,fear,"Onion Chutney"
52,woman,disgust,"Mango Chutney"
35,man,happy,"Mango Chutney"
35,man,happy,"Mango Chutney"
46,man,disgust,"Mango Chutney"
63,man,disgust,"Onion Chutney"
17,woman,surprise,"Mango Chutney"
28,woman,sad,"Mint Sauce"
64,woman,sad,"Onion Chutney"
66,woman,fear,"Onion Chutney"
54,man,sad,"Mango Chutney"
65,man,disgust,"Mint Sauce"
20,woman,angry,"Mint Sauce"
63,woman,fear,"Mint Sauce"
50,man,surprise,"Mango Chutney"
64,woman,fear,"Lime Pickle"
56,woman,sad,"Red Sauce"
56,woman,surprise,"Mint Sauce"
45,man,angry,"Red Sauce"
50,woman,disgust,"Mango Chutney"
67,woman,disgust,"Lime Pickle"
46,man,angry,"Onion Chutney"
36,woman,surprise,"Lime Pickle"
21,man,happy,"Mango Chutney"
30,woman,happy,"Red Sauce"
52,man,surprise,"Onion Chutney"
32,woman,disgust,"Onion Chutney"
35,man,fear,"Red Sauce"
55,man,sad,"Mango Chutney"
31,man,happy,"Onion Chutney"
66,woman,happy,"Red Sauce"
32,woman,disgust,"Mint Sauce"
19,woman,surprise,"Mango Chutney"
48,woman,disgust,"Mango Chutney"
64,woman,happy,"Mint Sauce"
64,woman,sad,"Mango Chutney"
52,woman,fear,"Mango Chutney"
58,woman,sad,"Mango Chutney"
40,man,happy,"Onion Chutney"
22,woman,happy,"Red Sauce"
37,man,happy,"Red Sauce"
23,man,angry,"Red Sauce"
57,man,happy,"Onion Chutney"
68,man,angry,"Mango Chutney"
69,woman,angry,"Mango Chutney"
39,woman,angry,"Mango Chutney"
47,man,sad,"Onion Chutney"
66,woman,disgust,"Mint Sauce"
40,man,disgust,"Mint Sauce"
39,woman,sad,"Onion Chutney"
58,man,happy,"Mint Sauce"
36,man,fear,"Mango Chutney"
58,man,disgust,"Onion Chutney"
24,woman,surprise,"Mango Chutney"
43,woman,happy,"Red Sauce"
61,woman,sad,"Mango Chutney"
48,woman,happy,"Lime Pickle"
53,man,happy,"Mango Chutney"
49,man,sad,"Mint Sauce"
27,woman,sad,"Onion Chutney"
23,man,disgust,"Mango Chutney"
53,woman,fear,"Mango Chutney"
64,woman,sad,"Mango Chutney"
30,man,sad,"Mango Chutney"
50,woman,happy,"Red Sauce"
23,woman,sad,"Mango Chutney"
66,man,surprise,"Mango Chutney"
57,man,disgust,"Onion Chutney"
16,man,surprise,"Onion Chutney"
36,woman,angry,"Mint Sauce"
66,woman,disgust,"Mango Chutney"
66,woman,happy,"Mint Sauce"
31,woman,happy,"Red Sauce"
38,man,disgust,"Onion Chutney"
37,man,sad,"Mango Chutney"
39,man,happy,"Red Sauce"
32,man,happy,"Onion Chutney"
21,man,disgust,"Onion Chutney"
44,man,fear,"Red Sauce"
53,man,happy,"Mango Chutney"
36,woman,angry,"Red Sauce"
22,woman,surprise,"Mango Chutney"
27,man,disgust,"Onion Chutney"
38,man,happy,"Mango Chutney"
53,woman,angry,"Onion Chutney"
59,man,happy,"Red Sauce"
61,woman,surprise,"Mint Sauce"
50,man,happy,"Red Sauce"
29,man,sad,"Mango Chutney"
59,man,disgust,"Red Sauce"
18,man,fear,"Onion Chutney"
40,man,fear,"Onion Chutney"
31,man,angry,"Onion Chutney"
30,woman,fear,"Mint Sauce"
29,man,sad,"Mango Chutney"
17,man,sad,"Mint Sauce"
55,woman,surprise,"Mango Chutney"
42,woman,happy,"Mango Chutney"
18,woman,disgust,"Mango Chutney"
27,man,angry,"Mint Sauce"
60,man,fear,"Mango Chutney"
40,man,happy,"Mango Chutney"
69,man,surprise,"Mint Sauce"
28,woman,happy,"Red Sauce"
41,man,angry,"Mint Sauce"
32,man,happy,"Onion Chutney"
34,man,happy,"Mango Chutney"
38,woman,angry,"Onion Chutney"
63,man,surprise,"Mint Sauce"
63,man,surprise,"Mint Sauce"
23,man,fear,"Mango Chutney"
62,woman,happy,"Mango Chutney"
19,woman,surprise,"Mango Chutney"
24,man,disgust,"Mango Chutney"
20,woman,surprise,"Onion Chutney"
53,man,fear,"Onion Chutney"
57,man,happy,"Red Sauce"
24,woman,sad,"Mango Chutney"
20,man,happy,"Mango Chutney"
30,man,angry,"Mango Chutney"
51,man,sad,"Mango Chutney"
58,woman,surprise,"Mango Chutney"
59,woman,angry,"Mango Chutney"
22,woman,surprise,"Onion Chutney"
58,woman,surprise,"Mint Sauce"
22,woman,sad,"Red Sauce"
20,woman,angry,"Lime Pickle"
56,man,fear,"Mint Sauce"
26,man,disgust,"Mango Chutney"
53,woman,disgust,"Red Sauce"
38,woman,disgust,"Onion Chutney"
33,woman,disgust,"Mango Chutney"
43,woman,sad,"Mint Sauce"
22,man,fear,"Onion Chutney"
40,woman,surprise,"Mint Sauce"
54,woman,disgust,"Red Sauce"
66,man,sad,"Mango Chutney"
41,woman,sad,"Mint Sauce"
23,woman,surprise,"Mint Sauce"
30,man,angry,"Onion Chutney"
36,woman,disgust,"Mango Chutney"
25,man,angry,"Mint Sauce"
52,man,surprise,"Mango Chutney"
59,man,disgust,"Mint Sauce"
54,man,sad,"Mango Chutney"
43,woman,sad,"Onion Chutney"
68,woman,fear,"Lime Pickle"
27,man,disgust,"Red Sauce"
32,man,surprise,"Mango Chutney"
15,man,sad,"Mint Sauce"
54,man,happy,"Mango Chutney"
21,man,disgust,"Mango Chutney"
32,man,angry,"Lime Pickle"
31,man,sad,"Onion Chutney"
48,man,sad,"Red Sauce"
69,man,angry,"Onion Chutney"
27,woman,happy,"Red Sauce"
61,woman,happy,"Onion Chutney"
27,woman,sad,"Onion Chutney"
66,man,sad,"Mango Chutney"
19,woman,disgust,"Mango Chutney"
47,woman,happy,"Lime Pickle"
36,woman,angry,"Mango Chutney"
32,woman,happy,"Red Sauce"
35,man,happy,"Onion Chutney"
62,woman,happy,"Lime Pickle"
66,man,angry,"Mango Chutney"
60,woman,happy,"Mango Chutney"
56,man,fear,"Mango Chutney"
34,woman,fear,"Red Sauce"
20,woman,sad,"Onion Chutney"
29,man,surprise,"Mango Chutney"
61,woman,sad,"Red Sauce"
63,man,angry,"Mango Chutney"
22,woman,sad,"Mango Chutney"
23,man,fear,"Mint Sauce"
41,man,angry,"Red Sauce"
51,man,surprise,"Onion Chutney"
54,woman,disgust,"Mint Sauce"
24,man,fear,"Mango Chutney"
61,woman,sad,"Mint Sauce"
49,woman,happy,"Mango Chutney"
57,woman,angry,"Mint Sauce"
58,man,disgust,"Onion Chutney"
31,man,angry,"Onion Chutney"
55,man,sad,"Mango Chutney"
36,woman,angry,"Onion Chutney"
54,woman,disgust,"Mint Sauce"
51,man,sad,"Mint Sauce"
62,woman,sad,"Mango Chutney"
65,man,surprise,"Mango Chutney"
22,woman,sad,"Red Sauce"
26,woman,fear,"Mint Sauce"
53,woman,angry,"Lime Pickle"
38,woman,angry,"Mango Chutney"
40,man,fear,"Mango Chutney"
23,woman,surprise,"Mango Chutney"
44,man,surprise,"Onion Chutney"
40,woman,sad,"Mango Chutney"
37,man,fear,"Mango Chutney"
33,woman,disgust,"Mint Sauce"
31,man,sad,"Mango Chutney"
22,woman,sad,"Red Sauce"
36,woman,angry,"Mango Chutney"
17,woman,disgust,"Red Sauce"
54,woman,surprise,"Mint Sauce"
30,woman,happy,"Mango Chutney"
59,woman,sad,"Mint Sauce"
24,woman,happy,"Red Sauce"
58,woman,sad,"Onion Chutney"
61,woman,surprise,"Onion Chutney"
46,man,disgust,"Lime Pickle"
42,woman,surprise,"Mint Sauce"
68,man,surprise,"Mango Chutney"
16,woman,disgust,"Red Sauce"
47,woman,happy,"Mint Sauce"
50,man,sad,"Mango Chutney"
44,man,angry,"Onion Chutney"
47,woman,happy,"Mango Chutney"
16,man,sad,"Mint Sauce"
55,man,fear,"Mango Chutney"
31,woman,disgust,"Onion Chutney"
66,woman,happy,"Onion Chutney"
67,woman,disgust,"Red Sauce"
62,woman,fear,"Red Sauce"
49,woman,disgust,"Mango Chutney"
25,woman,sad,"Mango Chutney"
22,woman,sad,"Mint Sauce"
56,woman,angry,"Mint Sauce"
20,man,fear,"Mint Sauce"
34,man,surprise,"Mango Chutney"
25,man,angry,"Onion Chutney"
24,man,fear,"Mint Sauce"
41,man,fear,"Mint Sauce"
50,man,sad,"Mint Sauce"
39,woman,angry,"Red Sauce"
37,man,happy,"Lime Pickle"
30,woman,happy,"Lime Pickle"
62,woman,surprise,"Mango Chutney"
43,man,fear,"Mint Sauce"
24,woman,surprise,"Red Sauce"
49,woman,happy,"Lime Pickle"
22,woman,sad,"Onion Chutney"
15,man,surprise,"Red Sauce"
52,man,sad,"Mango Chutney"
42,woman,sad,"Mint Sauce"
16,woman,disgust,"Mint Sauce"
15,man,happy,"Onion Chutney"
52,woman,angry,"Mango Chutney"
56,man,sad,"Mango Chutney"
50,man,surprise,"Mango Chutney"
35,woman,disgust,"Mango Chutney"
38,woman,surprise,"Mango Chutney"
33,man,surprise,"Mint Sauce"
48,woman,disgust,"Onion Chutney"
26,woman,sad,"Mango Chutney"
64,man,surprise,"Mint Sauce"
40,woman,angry,"Mango Chutney"
45,man,angry,"Onion Chutney"
35,woman,surprise,"Mango Chutney"
62,man,angry,"Mint Sauce"
43,man,angry,"Red Sauce"
30,woman,angry,"Mint Sauce"
34,man,fear,"Onion Chutney"
48,woman,fear,"Mint Sauce"
60,woman,surprise,"Mango Chutney"
68,man,surprise,"Lime Pickle"
39,woman,sad,"Lime Pickle"
33,man,sad,"Mango Chutney"
40,woman,happy,"Mango Chutney"
23,man,angry,"Onion Chutney"
52,man,happy,"Mango Chutney"
22,man,angry,"Red Sauce"
41,man,angry,"Red Sauce"
43,man,angry,"Mango Chutney"
20,man,fear,"Red Sauce"
53,woman,angry,"Mint Sauce"
67,woman,fear,"Red Sauce"
29,man,angry,"Mint Sauce"
49,woman,happy,"Mango Chutney"
17,man,sad,"Mint Sauce"
28,man,disgust,"Onion Chutney"
64,woman,fear,"Mango Chutney"
30,man,surprise,"Lime Pickle"
32,woman,fear,"Mint Sauce"
17,man,happy,"Mint Sauce"
63,man,angry,"Onion Chutney"
44,woman,sad,"Lime Pickle"
38,man,disgust,"Mango Chutney"
22,man,happy,"Mango Chutney"
55,woman,angry,"Red Sauce"
29,man,disgust,"Mango Chutney"
17,man,sad,"Mint Sauce"
48,woman,fear,"Mango Chutney"
22,woman,sad,"Mango Chutney"
52,man,happy,"Onion Chutney"
39,woman,sad,"Mango Chutney"
60,man,disgust,"Mango Chutney"
22,woman,sad,"Mint Sauce"
26,woman,fear,"Mint Sauce"
20,man,fear,"Mint Sauce"
19,woman,disgust,"Mango Chutney"
26,man,surprise,"Mint Sauce"
41,man,fear,"Red Sauce"
24,man,angry,"Onion Chutney"
35,woman,angry,"Lime Pickle"
33,woman,angry,"Red Sauce"
22,man,happy,"Mango Chutney"
29,woman,fear,"Mango Chutney"
15,man,surprise,"Red Sauce"
26,man,angry,"Onion Chutney"
37,man,disgust,"Onion Chutney"
67,man,sad,"Onion Chutney"
25,woman,surprise,"Mint Sauce"
33,woman,angry,"Mint Sauce"
56,woman,sad,"Red Sauce"
65,man,surprise,"Red Sauce"
61,man,angry,"Red Sauce"
53,woman,angry,"Mango Chutney"
44,woman,sad,"Mango Chutney"
36,man,sad,"Mint Sauce"
46,woman,sad,"Mint Sauce"
59,man,happy,"Lime Pickle"
19,man,fear,"Lime Pickle"
18,man,happy,"Mango Chutney"
50,man,angry,"Mango Chutney"
50,woman,fear,"Mint Sauce"
37,woman,sad,"Mango Chutney"
16,woman,disgust,"Mango Chutney"
65,man,angry,"Onion Chutney"
44,man,surprise,"Red Sauce"
63,man,disgust,"Mint Sauce"
41,woman,surprise,"Mango Chutney"
69,man,sad,"Mango Chutney"
66,woman,happy,"Mango Chutney"
20,woman,sad,"Mint Sauce"
18,woman,surprise,"Mango Chutney"
27,woman,fear,"Mango Chutney"
64,woman,fear,"Mango Chutney"
65,man,surprise,"Mango Chutney"
38,woman,angry,"Mango Chutney"
48,woman,happy,"Mango Chutney"
61,woman,surprise,"Mango Chutney"
68,woman,fear,"Mango Chutney"
57,man,fear,"Mango Chutney"
54,woman,angry,"Mango Chutney"
45,woman,fear,"Onion Chutney"
17,woman,angry,"Mango Chutney"
23,woman,happy,"Mint Sauce"
15,woman,disgust,"Mint Sauce"
30,woman,happy,"Mango Chutney"
68,woman,fear,"Red Sauce"
38,woman,surprise,"Onion Chutney"
26,man,angry,"Mango Chutney"
62,man,disgust,"Onion Chutney"
55,man,happy,"Onion Chutney"
21,woman,surprise,"Mint Sauce"
16,woman,fear,"Mango Chutney"
48,woman,disgust,"Mango Chutney"
21,man,disgust,"Mango Chutney"
52,woman,fear,"Red Sauce"
44,woman,happy,"Mint Sauce"
64,man,disgust,"Mango Chutney"
65,woman,fear,"Mango Chutney"
61,woman,sad,"Mango Chutney"
51,man,surprise,"Mint Sauce"
51,woman,disgust,"Mint Sauce"
54,woman,surprise,"Mint Sauce"
53,woman,surprise,"Mango Chutney"
46,man,angry,"Onion Chutney"
55,man,fear,"Onion Chutney"
17,woman,disgust,"Mango Chutney"
30,man,sad,"Mango Chutney"
67,man,surprise,"Mint Sauce"
67,woman,fear,"Onion Chutney"
31,woman,happy,"Mango Chutney"
15,woman,angry,"Mango Chutney"
28,woman,happy,"Mango Chutney"
54,woman,angry,"Mint Sauce"
53,man,sad,"Onion Chutney"
59,man,angry,"Mango Chutney"
68,man,angry,"Mango Chutney"
63,man,angry,"Red Sauce"
15,man,happy,"Red Sauce"
42,woman,surprise,"Mango Chutney"
27,man,disgust,"Mango Chutney"
20,man,happy,"Mint Sauce"
60,woman,sad,"Mango Chutney"
37,man,happy,"Onion Chutney"
34,woman,angry,"Mint Sauce"
68,man,happy,"Mint Sauce"
15,woman,angry,"Mango Chutney"
27,man,surprise,"Lime Pickle"
56,man,disgust,"Mango Chutney"
56,woman,disgust,"Mango Chutney"
34,woman,fear,"Red Sauce"
21,woman,angry,"Onion Chutney"
63,woman,surprise,"Mango Chutney"
56,man,disgust,"Mint Sauce"
18,woman,surprise,"Mango Chutney"
58,man,fear,"Red Sauce"
69,man,angry,"Onion Chutney"
29,woman,fear,"Mango Chutney"
29,man,angry,"Mango Chutney"
60,woman,happy,"Mint Sauce"
37,woman,surprise,"Mint Sauce"
24,man,angry,"Mango Chutney"
23,woman,sad,"Mint Sauce"
23,man,angry,"Mint Sauce"
68,woman,happy,"Onion Chutney"
33,woman,angry,"Mint Sauce"
30,woman,happy,"Mint Sauce"
48,woman,disgust,"Mint Sauce"
68,man,angry,"Lime Pickle"
18,man,sad,"Mango Chutney"
33,woman,fear,"Onion Chutney"
31,man,surprise,"Mango Chutney"
48,woman,disgust,"Red Sauce"
22,woman,angry,"Onion Chutney"
37,woman,surprise,"Mango Chutney"
50,woman,happy,"Mint Sauce"
57,man,happy,"Red Sauce"
36,woman,angry,"Mango Chutney"
48,man,sad,"Mint Sauce"
42,woman,happy,"Onion Chutney"
55,man,happy,"Mango Chutney"
33,man,happy,"Mint Sauce"
49,man,sad,"Mango Chutney"
52,man,sad,"Mint Sauce"
22,man,disgust,"Mint Sauce"
31,woman,fear,"Mango Chutney"
30,man,surprise,"Mango Chutney"
38,man,happy,"Mango Chutney"
59,woman,surprise,"Mint Sauce"
19,man,fear,"Mint Sauce"
29,man,surprise,"Mango Chutney"
19,man,happy,"Lime Pickle"
50,man,angry,"Mango Chutney"
56,woman,surprise,"Onion Chutney"
15,woman,surprise,"Onion Chutney"
31,man,sad,"Red Sauce"
46,woman,disgust,"Mint Sauce"
50,woman,disgust,"Onion Chutney"
15,woman,angry,"Red Sauce"
59,man,fear,"Red Sauce"
64,man,surprise,"Onion Chutney"
66,man,sad,"Mango Chutney"
59,man,disgust,"Mango Chutney"
21,man,fear,"Lime Pickle"
25,woman,sad,"Mint Sauce"
59,man,fear,"Mint Sauce"
35,man,happy,"Onion Chutney"
35,man,happy,"Onion Chutney"
66,woman,fear,"Mango Chutney"
48,man,sad,"Mango Chutney"
65,woman,disgust,"Mint Sauce"
29,woman,fear,"Mint Sauce"
18,man,disgust,"Red Sauce"
69,woman,angry,"Mint Sauce"
44,woman,surprise,"Mango Chutney"
36,man,fear,"Mango Chutney"
60,woman,sad,"Onion Chutney"
39,man,happy,"Mint Sauce"
29,man,angry,"Onion Chutney"
62,woman,fear,"Mango Chutney"
60,woman,sad,"Mint Sauce"
20,man,happy,"Lime Pickle"
17,man,fear,"Red Sauce"
68,man,happy,"Mango Chutney"
53,woman,angry,"Mango Chutney"
64,man,angry,"Onion Chutney"
44,woman,sad,"Mint Sauce"
30,man,sad,"Mango Chutney"
30,woman,fear,"Lime Pickle"
18,woman,angry,"Mango Chutney"
29,woman,disgust,"Mint Sauce"
43,man,angry,"Mango Chutney"
27,man,surprise,"Mango Chutney"
60,woman,happy,"Mango Chutney"
29,man,sad,"Mango Chutney"
61,man,disgust,"Onion Chutney"
45,man,disgust,"Onion Chutney"
53,woman,angry,"Lime Pickle"
20,woman,angry,"Lime Pickle"
39,woman,sad,"Mint Sauce"
55,woman,surprise,"Onion Chutney"
28,woman,fear,"Mango Chutney"
19,woman,angry,"Mint Sauce"
27,man,surprise,"Mint Sauce"
67,woman,disgust,"Mint Sauce"
35,man,happy,"Onion Chutney"
25,woman,happy,"Red Sauce"
45,man,disgust,"Mango Chutney"
29,woman,fear,"Mango Chutney"
36,man,fear,"Mint Sauce"
58,woman,surprise,"Mango Chutney"
17,man,happy,"Mango Chutney"
28,man,disgust,"Mango Chutney"
45,man,surprise,"Onion Chutney"
23,man,happy,"Lime Pickle"
33,woman,disgust,"Mint Sauce"
31,woman,disgust,"Onion Chutney"
68,woman,disgust,"Red Sauce"
39,woman,surprise,"Mint Sauce"
61,woman,surprise,"Mint Sauce"
64,man,angry,"Onion Chutney"
40,man,disgust,"Onion Chutney"
58,woman,surprise,"Mango Chutney"
48,woman,sad,"Mango Chutney"
40,woman,angry,"Mango Chutney"
33,woman,disgust,"Mango Chutney"
27,woman,sad,"Mint Sauce"
44,man,surprise,"Onion Chutney"
29,man,surprise,"Mint Sauce"
39,man,happy,"Mango Chutney"
27,man,angry,"Red Sauce"
22,woman,surprise,"Mint Sauce"
61,woman,happy,"Mint Sauce"
30,man,angry,"Mango Chutney"
30,man,angry,"Lime Pickle"
26,woman,fear,"Mango Chutney"
19,woman,surprise,"Red Sauce"
28,man,surprise,"Mint Sauce"
48,woman,fear,"Mango Chutney"
27,woman,sad,"Onion Chutney"
67,man,angry,"Onion Chutney"
54,woman,disgust,"Red Sauce"
60,man,disgust,"Mint Sauce"
35,man,fear,"Mint Sauce"
36,woman,disgust,"Mango Chutney"
37,woman,sad,"Red Sauce"
50,man,sad,"Onion Chutney"
62,man,fear,"Lime Pickle"
23,woman,happy,"Mint Sauce"
62,man,fear,"Onion Chutney"
20,woman,disgust,"Mango Chutney"
69,man,surprise,"Mango Chutney"
67,man,angry,"Mango Chutney"
60,woman,sad,"Mint Sauce"
62,man,fear,"Lime Pickle"
46,woman,fear,"Mango Chutney"
24,man,angry,"Red Sauce"
23,woman,surprise,"Mango Chutney"
54,man,sad,"Onion Chutney"
44,woman,fear,"Onion Chutney"
45,woman,happy,"Lime Pickle"
51,man,surprise,"Mint Sauce"
34,woman,surprise,"Mango Chutney"
64,man,surprise,"Mango Chutney"
29,man,disgust,"Mango Chutney"
44,woman,fear,"Onion Chutney"
36,man,happy,"Mint Sauce"
16,man,happy,"Mint Sauce"
23,man,angry,"Mango Chutney"
66,man,angry,"Lime Pickle"
65,woman,happy,"Mint Sauce"
22,woman,surprise,"Red Sauce"
55,woman,surprise,"Mango Chutney"
44,woman,surprise,"Lime Pickle"
44,woman,fear,"Mint Sauce"
46,man,angry,"Mango Chutney"
22,woman,happy,"Mango Chutney"
49,man,surprise,"Mint Sauce"
49,man,surprise,"Mint Sauce"
55,man,happy,"Onion Chutney"
68,woman,angry,"Mint Sauce"
56,man,fear,"Mint Sauce"
24,woman,surprise,"Onion Chutney"
18,woman,angry,"Red Sauce"
17,woman,disgust,"Mint Sauce"
30,woman,disgust,"Mango Chutney"
23,woman,sad,"Mango Chutney"
66,woman,sad,"Onion Chutney"
22,man,disgust,"Mango Chutney"
66,man,sad,"Mango Chutney"
60,man,angry,"Mango Chutney"
38,woman,surprise,"Lime Pickle"
51,woman,fear,"Red Sauce"
40,woman,sad,"Mint Sauce"
58,man,happy,"Onion Chutney"
44,woman,happy,"Mango Chutney"
27,woman,happy,"Red Sauce"
53,man,surprise,"Mint Sauce"
60,man,disgust,"Onion Chutney"
23,man,fear,"Onion Chutney"
61,woman,happy,"Mango Chutney"
53,woman,fear,"Mango Chutney"
64,man,surprise,"Lime Pickle"
35,man,happy,"Mango Chutney"
59,woman,angry,"Mango Chutney"
61,man,angry,"Mango Chutney"
63,woman,sad,"Red Sauce"
49,man,sad,"Mango Chutney"
46,man,surprise,"Mango Chutney"
25,man,fear,"Onion Chutney"
54,man,sad,"Onion Chutney"
38,man,fear,"Mint Sauce"
67,woman,disgust,"Mango Chutney"
67,man,sad,"Onion Chutney"
24,woman,sad,"Mango Chutney"
68,woman,disgust,"Mint Sauce"
15,man,surprise,"Mint Sauce"
37,man,sad,"Mango Chutney"
61,man,angry,"Mint Sauce"
54,man,surprise,"Lime Pickle"
39,man,disgust,"Lime Pickle"
65,woman,happy,"Mango Chutney"
37,man,fear,"Onion Chutney"
24,man,angry,"Red Sauce"
15,man,surprise,"Red Sauce"
57,woman,surprise,"Mint Sauce"
53,woman,angry,"Mint Sauce"
40,man,disgust,"Mint Sauce"
21,woman,surprise,"Mango Chutney"
56,woman,surprise,"Mango Chutney"
58,woman,sad,"Red Sauce"
69,man,sad,"Red Sauce"
