	Age	Gender	Sentiment	Food
5175	24	0	0	Mango Chutney
5176	23	1	4	Mint Sauce
5177	23	0	0	Mint Sauce
5178	68	1	3	Onion Chutney
5179	33	1	0	Mint Sauce
5180	30	1	3	Mint Sauce
5181	48	1	1	Mint Sauce
5182	68	0	0	Lime Pickle
5183	18	0	4	Mango Chutney
5184	33	1	2	Onion Chutney
5185	31	0	5	Mango Chutney
5186	48	1	1	Red Sauce
5187	22	1	0	Onion Chutney
5188	37	1	5	Mango Chutney
5189	50	1	3	Mint Sauce
5190	57	0	3	Red Sauce
5191	36	1	0	Mango Chutney
5192	48	0	4	Mint Sauce
5193	42	1	3	Onion Chutney
5194	55	0	3	Mango Chutney
5195	33	0	3	Mint Sauce
5196	49	0	4	Mango Chutney
5197	52	0	4	Mint Sauce
5198	22	0	1	Mint Sauce
5199	31	1	2	Mango Chutney
5200	30	0	5	Mango Chutney
5201	38	0	3	Mango Chutney
5202	59	1	5	Mint Sauce
5203	19	0	2	Mint Sauce
5204	29	0	5	Mango Chutney
5205	19	0	3	Lime Pickle
5206	50	0	0	Mango Chutney
5207	56	1	5	Onion Chutney
5208	15	1	5	Onion Chutney
5209	31	0	4	Red Sauce
5210	46	1	1	Mint Sauce
5211	50	1	1	Onion Chutney
5212	15	1	0	Red Sauce
5213	59	0	2	Red Sauce
5214	64	0	5	Onion Chutney
5215	66	0	4	Mango Chutney
5216	59	0	1	Mango Chutney
5217	21	0	2	Lime Pickle
5218	25	1	4	Mint Sauce
5219	59	0	2	Mint Sauce
5220	35	0	3	Onion Chutney
5221	35	0	3	Onion Chutney
5222	66	1	2	Mango Chutney
5223	48	0	4	Mango Chutney
5224	65	1	1	Mint Sauce
5225	29	1	2	Mint Sauce
5226	18	0	1	Red Sauce
5227	69	1	0	Mint Sauce
5228	44	1	5	Mango Chutney
5229	36	0	2	Mango Chutney
5230	60	1	4	Onion Chutney
5231	39	0	3	Mint Sauce
5232	29	0	0	Onion Chutney
5233	62	1	2	Mango Chutney
5234	60	1	4	Mint Sauce
5235	20	0	3	Lime Pickle
5236	17	0	2	Red Sauce
5237	68	0	3	Mango Chutney
5238	53	1	0	Mango Chutney
5239	64	0	0	Onion Chutney
5240	44	1	4	Mint Sauce
5241	30	0	4	Mango Chutney
5242	30	1	2	Lime Pickle
5243	18	1	0	Mango Chutney
5244	29	1	1	Mint Sauce
5245	43	0	0	Mango Chutney
5246	27	0	5	Mango Chutney
5247	60	1	3	Mango Chutney
5248	29	0	4	Mango Chutney
5249	61	0	1	Onion Chutney
5250	45	0	1	Onion Chutney
5251	53	1	0	Lime Pickle
5252	20	1	0	Lime Pickle
5253	39	1	4	Mint Sauce
5254	55	1	5	Onion Chutney
5255	28	1	2	Mango Chutney
5256	19	1	0	Mint Sauce
5257	27	0	5	Mint Sauce
5258	67	1	1	Mint Sauce
5259	35	0	3	Onion Chutney
5260	25	1	3	Red Sauce
5261	45	0	1	Mango Chutney
5262	29	1	2	Mango Chutney
5263	36	0	2	Mint Sauce
5264	58	1	5	Mango Chutney
5265	17	0	3	Mango Chutney
5266	28	0	1	Mango Chutney
5267	45	0	5	Onion Chutney
5268	23	0	3	Lime Pickle
5269	33	1	1	Mint Sauce
5270	31	1	1	Onion Chutney
5271	68	1	1	Red Sauce
5272	39	1	5	Mint Sauce
5273	61	1	5	Mint Sauce
5274	64	0	0	Onion Chutney
5275	40	0	1	Onion Chutney
5276	58	1	5	Mango Chutney
5277	48	1	4	Mango Chutney
5278	40	1	0	Mango Chutney
5279	33	1	1	Mango Chutney
5280	27	1	4	Mint Sauce
5281	44	0	5	Onion Chutney
5282	29	0	5	Mint Sauce
5283	39	0	3	Mango Chutney
5284	27	0	0	Red Sauce
5285	22	1	5	Mint Sauce
5286	61	1	3	Mint Sauce
5287	30	0	0	Mango Chutney
5288	30	0	0	Lime Pickle
5289	26	1	2	Mango Chutney
5290	19	1	5	Red Sauce
5291	28	0	5	Mint Sauce
5292	48	1	2	Mango Chutney
5293	27	1	4	Onion Chutney
5294	67	0	0	Onion Chutney
5295	54	1	1	Red Sauce
5296	60	0	1	Mint Sauce
5297	35	0	2	Mint Sauce
5298	36	1	1	Mango Chutney
5299	37	1	4	Red Sauce
5300	50	0	4	Onion Chutney
5301	62	0	2	Lime Pickle
5302	23	1	3	Mint Sauce
5303	62	0	2	Onion Chutney
5304	20	1	1	Mango Chutney
5305	69	0	5	Mango Chutney
5306	67	0	0	Mango Chutney
5307	60	1	4	Mint Sauce
5308	62	0	2	Lime Pickle
5309	46	1	2	Mango Chutney
5310	24	0	0	Red Sauce
5311	23	1	5	Mango Chutney
5312	54	0	4	Onion Chutney
5313	44	1	2	Onion Chutney
5314	45	1	3	Lime Pickle
5315	51	0	5	Mint Sauce
5316	34	1	5	Mango Chutney
5317	64	0	5	Mango Chutney
5318	29	0	1	Mango Chutney
5319	44	1	2	Onion Chutney
5320	36	0	3	Mint Sauce
5321	16	0	3	Mint Sauce
5322	23	0	0	Mango Chutney
5323	66	0	0	Lime Pickle
5324	65	1	3	Mint Sauce
5325	22	1	5	Red Sauce
5326	55	1	5	Mango Chutney
5327	44	1	5	Lime Pickle
5328	44	1	2	Mint Sauce
5329	46	0	0	Mango Chutney
5330	22	1	3	Mango Chutney
5331	49	0	5	Mint Sauce
5332	49	0	5	Mint Sauce
5333	55	0	3	Onion Chutney
5334	68	1	0	Mint Sauce
5335	56	0	2	Mint Sauce
5336	24	1	5	Onion Chutney
5337	18	1	0	Red Sauce
5338	17	1	1	Mint Sauce
5339	30	1	1	Mango Chutney
5340	23	1	4	Mango Chutney
5341	66	1	4	Onion Chutney
5342	22	0	1	Mango Chutney
5343	66	0	4	Mango Chutney
5344	60	0	0	Mango Chutney
5345	38	1	5	Lime Pickle
5346	51	1	2	Red Sauce
5347	40	1	4	Mint Sauce
5348	58	0	3	Onion Chutney
5349	44	1	3	Mango Chutney
5350	27	1	3	Red Sauce
5351	53	0	5	Mint Sauce
5352	60	0	1	Onion Chutney
5353	23	0	2	Onion Chutney
5354	61	1	3	Mango Chutney
5355	53	1	2	Mango Chutney
5356	64	0	5	Lime Pickle
5357	35	0	3	Mango Chutney
5358	59	1	0	Mango Chutney
5359	61	0	0	Mango Chutney
5360	63	1	4	Red Sauce
5361	49	0	4	Mango Chutney
5362	46	0	5	Mango Chutney
5363	25	0	2	Onion Chutney
5364	54	0	4	Onion Chutney
5365	38	0	2	Mint Sauce
5366	67	1	1	Mango Chutney
5367	67	0	4	Onion Chutney
5368	24	1	4	Mango Chutney
5369	68	1	1	Mint Sauce
5370	15	0	5	Mint Sauce
5371	37	0	4	Mango Chutney
5372	61	0	0	Mint Sauce
5373	54	0	5	Lime Pickle
5374	39	0	1	Lime Pickle
5375	65	1	3	Mango Chutney
5376	37	0	2	Onion Chutney
5377	24	0	0	Red Sauce
5378	15	0	5	Red Sauce
5379	57	1	5	Mint Sauce
5380	53	1	0	Mint Sauce
5381	40	0	1	Mint Sauce
5382	21	1	5	Mango Chutney
5383	56	1	5	Mango Chutney
5384	58	1	4	Red Sauce
5385	69	0	4	Red Sauce
5386	19	1	5	Mango Chutney
5387	21	1	4	Onion Chutney
5388	54	1	1	Mint Sauce
5389	15	1	0	Mango Chutney
5390	42	1	0	Red Sauce
5391	38	0	1	Onion Chutney
5392	61	1	5	Mango Chutney
5393	64	0	0	Mint Sauce
5394	44	0	0	Mango Chutney
5395	58	1	4	Mint Sauce
5396	63	1	2	Lime Pickle
5397	40	0	1	Mint Sauce
5398	64	0	5	Red Sauce
5399	22	1	4	Lime Pickle
5400	29	1	3	Mango Chutney
5401	32	0	4	Mango Chutney
5402	25	1	2	Mango Chutney
5403	66	0	5	Mango Chutney
5404	29	0	5	Mint Sauce
5405	29	1	1	Onion Chutney
5406	52	0	3	Mango Chutney
5407	68	0	4	Onion Chutney
5408	59	1	4	Mango Chutney
5409	26	0	1	Red Sauce
5410	68	1	3	Mango Chutney
5411	63	1	2	Red Sauce
5412	55	1	5	Mango Chutney
5413	44	0	0	Mango Chutney
5414	18	1	5	Onion Chutney
5415	50	0	5	Mango Chutney
5416	23	0	2	Onion Chutney
5417	62	1	3	Mint Sauce
5418	62	1	3	Mint Sauce
5419	28	0	1	Red Sauce
5420	58	1	4	Onion Chutney
5421	40	1	5	Mango Chutney
5422	61	1	4	Onion Chutney
5423	29	0	1	Mint Sauce
5424	66	1	2	Onion Chutney
5425	27	0	0	Mint Sauce
5426	15	0	4	Red Sauce
5427	42	0	2	Red Sauce
5428	50	0	4	Mango Chutney
5429	25	0	1	Mango Chutney
5430	41	1	4	Mango Chutney
5431	41	1	3	Onion Chutney
5432	67	0	0	Onion Chutney
5433	50	0	5	Onion Chutney
5434	41	1	5	Mint Sauce
5435	44	0	0	Mint Sauce
5436	56	1	0	Mango Chutney
5437	17	1	0	Red Sauce
5438	52	1	1	Mint Sauce
5439	45	0	0	Mango Chutney
5440	56	1	0	Lime Pickle
5441	47	1	4	Onion Chutney
5442	42	1	2	Mango Chutney
5443	24	1	5	Mango Chutney
5444	25	0	5	Mint Sauce
5445	28	0	0	Mango Chutney
5446	56	0	2	Mango Chutney
5447	67	0	5	Red Sauce
5448	36	0	3	Mango Chutney
5449	48	0	0	Mango Chutney
5450	55	1	5	Mint Sauce
5451	22	0	0	Mango Chutney
5452	35	1	0	Lime Pickle
5453	41	0	2	Onion Chutney
5454	54	0	4	Lime Pickle
5455	23	1	4	Mint Sauce
5456	30	1	2	Mango Chutney
5457	23	1	5	Red Sauce
5458	44	1	5	Mint Sauce
5459	45	0	0	Mint Sauce
5460	63	0	5	Red Sauce
5461	40	0	1	Onion Chutney
5462	43	0	1	Mango Chutney
5463	26	1	5	Red Sauce
5464	19	0	3	Onion Chutney
5465	31	0	5	Mango Chutney
5466	33	0	3	Onion Chutney
5467	29	0	0	Mango Chutney
5468	69	0	5	Mint Sauce
5469	20	0	3	Mango Chutney
5470	49	0	0	Onion Chutney
5471	28	1	1	Mint Sauce
5472	67	0	0	Mint Sauce
5473	60	1	5	Mango Chutney
5474	37	1	0	Onion Chutney
5475	28	1	2	Mint Sauce
5476	17	1	0	Onion Chutney
5477	35	0	4	Onion Chutney
5478	40	1	0	Mint Sauce
5479	23	0	2	Mango Chutney
5480	25	0	5	Lime Pickle
5481	50	0	4	Mango Chutney
5482	42	1	4	Lime Pickle
5483	19	1	4	Red Sauce
5484	53	0	2	Mint Sauce
5485	44	0	2	Mango Chutney
5486	44	0	1	Lime Pickle
5487	37	1	4	Lime Pickle
5488	26	1	3	Onion Chutney
5489	23	0	2	Mint Sauce
5490	64	1	2	Onion Chutney
5491	21	1	0	Mint Sauce
5492	58	0	1	Red Sauce
5493	15	1	1	Mango Chutney
5494	41	1	3	Mango Chutney
5495	15	1	1	Mint Sauce
5496	43	0	1	Onion Chutney
5497	43	0	0	Onion Chutney
5498	17	0	4	Red Sauce
5499	57	0	2	Lime Pickle
5500	42	1	3	Mint Sauce
5501	67	0	5	Mango Chutney
5502	29	0	0	Red Sauce
5503	58	1	0	Mango Chutney
5504	45	1	3	Onion Chutney
5505	37	1	0	Mango Chutney
5506	61	0	1	Mango Chutney
5507	25	1	2	Mango Chutney
5508	57	1	4	Mint Sauce
5509	43	0	0	Onion Chutney
5510	34	1	2	Mint Sauce
5511	43	1	3	Mint Sauce
5512	31	0	3	Mint Sauce
5513	29	1	4	Mint Sauce
5514	25	1	5	Mango Chutney
5515	23	0	0	Red Sauce
5516	28	0	4	Red Sauce
5517	56	1	1	Red Sauce
5518	43	1	2	Onion Chutney
5519	40	1	0	Mango Chutney
5520	34	0	5	Mango Chutney
5521	15	1	2	Mango Chutney
5522	41	0	1	Onion Chutney
5523	46	1	4	Lime Pickle
5524	19	0	3	Onion Chutney
5525	58	0	2	Red Sauce
5526	34	1	0	Mango Chutney
5527	49	0	4	Mango Chutney
5528	36	1	0	Mint Sauce
5529	63	0	1	Mint Sauce
5530	26	0	0	Mango Chutney
5531	52	0	4	Mint Sauce
5532	37	0	4	Mango Chutney
5533	31	0	3	Mint Sauce
5534	51	0	5	Red Sauce
5535	51	0	5	Mint Sauce
5536	68	1	1	Mint Sauce
5537	61	1	5	Mango Chutney
5538	28	0	1	Red Sauce
5539	69	0	3	Mango Chutney
5540	41	0	0	Mango Chutney
5541	35	1	0	Mango Chutney
5542	52	0	3	Onion Chutney
5543	67	0	4	Mango Chutney
5544	27	1	2	Mint Sauce
5545	35	0	3	Mango Chutney
5546	53	0	4	Red Sauce
5547	16	0	5	Onion Chutney
5548	41	0	0	Mango Chutney
5549	55	1	1	Onion Chutney
5550	35	0	5	Onion Chutney
5551	15	0	3	Mint Sauce
5552	47	0	1	Mint Sauce
5553	19	1	5	Mint Sauce
5554	19	0	4	Mango Chutney
5555	48	0	4	Mango Chutney
5556	57	0	2	Mango Chutney
5557	29	0	0	Mint Sauce
5558	28	1	2	Onion Chutney
5559	57	1	5	Mango Chutney
5560	19	1	5	Mint Sauce
5561	39	0	2	Mint Sauce
5562	49	0	4	Mango Chutney
5563	33	0	2	Mango Chutney
5564	15	1	1	Lime Pickle
5565	41	1	3	Mint Sauce
5566	68	1	3	Mint Sauce
5567	54	1	0	Red Sauce
5568	60	1	4	Mint Sauce
5569	44	0	5	Onion Chutney
5570	30	1	2	Mango Chutney
5571	22	0	0	Mango Chutney
5572	20	0	3	Red Sauce
5573	38	1	0	Onion Chutney
5574	28	0	5	Mango Chutney
5575	22	0	2	Mint Sauce
5576	16	1	5	Red Sauce
5577	60	1	5	Mango Chutney
5578	37	1	5	Onion Chutney
5579	24	0	1	Mango Chutney
5580	43	1	2	Mango Chutney
5581	48	0	4	Mango Chutney
5582	61	0	0	Onion Chutney
5583	64	1	2	Onion Chutney
5584	48	0	0	Mango Chutney
5585	54	0	3	Mango Chutney
5586	33	1	0	Mint Sauce
5587	15	0	4	Mint Sauce
5588	27	1	4	Mango Chutney
5589	55	1	5	Mint Sauce
5590	44	0	2	Mango Chutney
5591	40	0	3	Onion Chutney
5592	17	0	2	Mango Chutney
5593	32	1	1	Mango Chutney
5594	27	0	5	Mango Chutney
5595	34	1	0	Lime Pickle
5596	38	0	1	Mint Sauce
5597	40	0	2	Onion Chutney
5598	48	0	4	Mango Chutney
5599	21	0	2	Lime Pickle
5600	21	1	5	Lime Pickle
5601	15	1	5	Onion Chutney
5602	59	0	2	Mango Chutney
5603	41	1	5	Red Sauce
5604	47	1	1	Lime Pickle
5605	57	1	4	Onion Chutney
5606	22	1	4	Mango Chutney
5607	61	1	4	Mango Chutney
5608	57	1	0	Mango Chutney
5609	44	1	4	Mint Sauce
5610	60	0	1	Mango Chutney
5611	19	1	5	Onion Chutney
5612	50	0	5	Mango Chutney
5613	39	1	4	Mint Sauce
5614	68	1	3	Red Sauce
5615	50	0	3	Mango Chutney
5616	24	1	5	Mint Sauce
5617	48	0	0	Mint Sauce
5618	44	0	2	Mint Sauce
5619	20	1	0	Onion Chutney
5620	44	0	0	Mint Sauce
5621	41	0	2	Mint Sauce
5622	68	1	1	Onion Chutney
5623	34	1	2	Mango Chutney
5624	49	1	3	Mint Sauce
5625	47	1	1	Red Sauce
5626	31	1	3	Mint Sauce
5627	65	0	0	Mango Chutney
5628	64	1	4	Mango Chutney
5629	25	1	3	Mango Chutney
5630	25	0	0	Mint Sauce
5631	26	0	0	Mango Chutney
5632	59	0	1	Mint Sauce
5633	68	0	3	Onion Chutney
5634	69	1	0	Red Sauce
5635	67	1	2	Mango Chutney
5636	63	0	0	Lime Pickle
5637	53	0	3	Mango Chutney
5638	16	1	0	Mango Chutney
5639	28	1	3	Mango Chutney
5640	45	0	5	Mango Chutney
5641	32	1	0	Onion Chutney
5642	41	1	5	Red Sauce
5643	43	0	2	Mint Sauce
5644	69	1	2	Lime Pickle
5645	37	0	4	Mint Sauce
5646	61	0	0	Mango Chutney
5647	49	0	4	Mango Chutney
5648	15	0	3	Red Sauce
5649	18	0	3	Mint Sauce
5650	31	0	4	Mint Sauce
5651	24	1	3	Onion Chutney
5652	62	1	4	Mint Sauce
5653	68	0	5	Mint Sauce
5654	43	0	2	Red Sauce
5655	53	0	5	Mango Chutney
5656	34	0	3	Mango Chutney
5657	57	0	1	Mango Chutney
5658	51	0	4	Onion Chutney
5659	21	1	0	Mint Sauce
5660	46	1	4	Onion Chutney
5661	50	1	1	Red Sauce
5662	31	0	5	Mint Sauce
5663	22	0	0	Mango Chutney
5664	55	0	3	Red Sauce
5665	54	1	1	Mint Sauce
5666	29	0	0	Mango Chutney
5667	37	1	5	Mango Chutney
5668	30	0	5	Mint Sauce
5669	55	0	3	Onion Chutney
5670	57	1	5	Onion Chutney
5671	56	0	1	Mint Sauce
5672	26	0	1	Mint Sauce
5673	30	1	2	Red Sauce
5674	51	1	0	Mint Sauce
5675	40	1	4	Mango Chutney
5676	65	0	0	Mint Sauce
5677	58	1	5	Mango Chutney
5678	35	0	4	Mint Sauce
5679	26	1	3	Mango Chutney
5680	36	0	4	Onion Chutney
5681	33	1	2	Mango Chutney
5682	53	0	2	Onion Chutney
5683	37	1	5	Mango Chutney
5684	61	1	5	Mango Chutney
5685	47	1	1	Mint Sauce
5686	21	0	3	Mango Chutney
5687	20	1	0	Lime Pickle
5688	43	0	0	Onion Chutney
5689	21	1	3	Mint Sauce
5690	63	1	3	Mango Chutney
5691	64	1	2	Mango Chutney
5692	64	1	4	Mango Chutney
5693	62	1	3	Mint Sauce
5694	32	1	1	Mint Sauce
5695	51	0	5	Onion Chutney
5696	55	0	3	Red Sauce
5697	64	0	0	Lime Pickle
5698	68	0	0	Lime Pickle
5699	53	1	0	Mango Chutney
5700	42	0	2	Red Sauce
5701	54	0	3	Lime Pickle
5702	18	1	0	Mint Sauce
5703	49	0	0	Onion Chutney
5704	45	1	2	Mango Chutney
5705	32	0	4	Mango Chutney
5706	52	1	0	Onion Chutney
5707	44	1	4	Mango Chutney
5708	60	0	2	Onion Chutney
5709	38	0	1	Mango Chutney
5710	42	1	4	Mango Chutney
5711	43	1	4	Mint Sauce
5712	59	0	2	Onion Chutney
5713	26	1	3	Onion Chutney
5714	32	0	4	Mint Sauce
5715	17	0	3	Red Sauce
5716	66	1	2	Mango Chutney
5717	39	0	2	Lime Pickle
5718	64	1	3	Mango Chutney
5719	17	1	1	Mint Sauce
5720	48	1	2	Mango Chutney
5721	50	1	2	Red Sauce
5722	20	0	1	Mango Chutney
5723	56	0	2	Onion Chutney
5724	57	1	0	Onion Chutney
5725	22	1	3	Mint Sauce
5726	58	1	5	Lime Pickle
5727	21	0	2	Mint Sauce
5728	40	1	0	Mango Chutney
5729	40	0	0	Mango Chutney
5730	16	0	2	Mint Sauce
5731	30	0	4	Onion Chutney
5732	53	1	5	Lime Pickle
5733	32	1	2	Mango Chutney
5734	46	0	5	Mango Chutney
5735	59	1	4	Mint Sauce
5736	45	1	3	Red Sauce
5737	21	1	4	Mint Sauce
5738	16	0	2	Red Sauce
5739	44	1	2	Lime Pickle
5740	48	0	4	Mango Chutney
5741	44	0	1	Mango Chutney
5742	60	1	0	Mango Chutney
5743	57	1	1	Onion Chutney
5744	43	0	1	Mango Chutney
5745	54	1	2	Mint Sauce
5746	55	1	5	Onion Chutney
5747	15	1	1	Red Sauce
5748	55	0	3	Lime Pickle
5749	34	1	2	Mint Sauce
5750	25	1	5	Onion Chutney
5751	22	1	5	Mango Chutney
5752	49	1	1	Mango Chutney
5753	24	0	1	Onion Chutney
5754	22	1	3	Onion Chutney
5755	42	0	2	Mint Sauce
5756	47	1	1	Mango Chutney
5757	27	1	2	Mint Sauce
5758	41	1	4	Mint Sauce
5759	30	1	1	Mango Chutney
5760	69	1	2	Lime Pickle
5761	53	1	0	Mint Sauce
5762	60	1	3	Mango Chutney
5763	43	0	2	Onion Chutney
5764	35	0	2	Onion Chutney
5765	21	1	5	Mint Sauce
5766	32	1	3	Mint Sauce
5767	35	1	5	Mango Chutney
5768	28	0	5	Mango Chutney
5769	60	1	5	Lime Pickle
5770	31	1	0	Mint Sauce
5771	54	1	0	Red Sauce
5772	39	0	2	Red Sauce
5773	40	0	1	Onion Chutney
5774	26	1	2	Red Sauce
5775	24	1	5	Onion Chutney
5776	68	1	2	Mint Sauce
5777	47	1	3	Mango Chutney
5778	57	0	1	Mango Chutney
5779	40	0	2	Mint Sauce
5780	66	0	4	Onion Chutney
5781	29	1	2	Mint Sauce
5782	62	1	5	Mango Chutney
5783	43	0	0	Lime Pickle
5784	19	0	3	Lime Pickle
5785	37	0	3	Mango Chutney
5786	15	1	1	Red Sauce
5787	57	0	3	Mint Sauce
5788	39	1	0	Mango Chutney
5789	55	1	5	Red Sauce
5790	23	0	1	Red Sauce
5791	20	0	3	Mint Sauce
5792	31	0	0	Mango Chutney
5793	50	0	5	Mango Chutney
5794	32	1	1	Mint Sauce
5795	51	0	5	Onion Chutney
5796	58	1	4	Red Sauce
5797	22	1	3	Lime Pickle
5798	49	0	4	Mint Sauce
5799	36	0	3	Mint Sauce
5800	65	0	0	Lime Pickle
5801	24	1	4	Mint Sauce
5802	55	0	3	Red Sauce
5803	24	0	1	Onion Chutney
5804	39	1	4	Red Sauce
5805	44	1	4	Mango Chutney
5806	60	0	1	Onion Chutney
5807	50	0	3	Onion Chutney
5808	38	1	0	Lime Pickle
5809	48	0	5	Onion Chutney
5810	58	1	4	Mint Sauce
5811	30	1	2	Mint Sauce
5812	19	0	3	Red Sauce
5813	41	0	1	Red Sauce
5814	23	1	4	Onion Chutney
5815	50	1	2	Lime Pickle
5816	43	1	2	Mint Sauce
5817	46	0	0	Mango Chutney
5818	62	1	4	Lime Pickle
5819	61	1	2	Onion Chutney
5820	65	0	0	Mango Chutney
5821	52	1	0	Onion Chutney
5822	41	0	1	Mint Sauce
5823	52	1	1	Onion Chutney
5824	47	0	4	Mint Sauce
5825	28	1	3	Mint Sauce
5826	58	1	5	Onion Chutney
5827	52	1	0	Onion Chutney
5828	15	1	1	Mango Chutney
5829	23	1	3	Mint Sauce
5830	43	0	0	Red Sauce
5831	49	1	2	Red Sauce
5832	30	0	5	Mint Sauce
5833	52	1	0	Onion Chutney
5834	44	1	5	Onion Chutney
5835	66	0	5	Red Sauce
5836	65	0	5	Mint Sauce
5837	32	0	5	Mango Chutney
5838	49	0	4	Lime Pickle
5839	64	0	0	Onion Chutney
5840	24	1	5	Mint Sauce
5841	47	1	2	Lime Pickle
5842	33	0	2	Lime Pickle
5843	65	0	5	Red Sauce
5844	31	1	2	Mint Sauce
5845	49	1	0	Red Sauce
5846	54	1	5	Onion Chutney
5847	46	1	4	Onion Chutney
5848	33	1	0	Mint Sauce
5849	61	0	1	Mint Sauce
5850	19	1	1	Mint Sauce
5851	44	1	3	Onion Chutney
5852	58	0	2	Red Sauce
5853	34	1	0	Mint Sauce
5854	63	0	2	Red Sauce
5855	59	0	1	Onion Chutney
5856	25	0	0	Mango Chutney
5857	15	1	0	Mint Sauce
5858	31	0	4	Onion Chutney
5859	46	0	5	Mango Chutney
5860	31	0	5	Onion Chutney
5861	37	0	3	Onion Chutney
5862	48	1	2	Mint Sauce
5863	60	1	5	Lime Pickle
5864	59	1	4	Mango Chutney
5865	33	1	2	Plain Papadum
5866	65	0	0	Spicy Papadum
5867	36	1	1	Mint Sauce
5868	44	0	0	Plain Papadum
5869	26	1	4	Onion Chutney
5870	47	1	2	Plain Papadum
5871	62	0	1	Red Sauce
5872	66	1	3	Plain Papadum
5873	63	1	3	Spicy Papadum
5874	38	0	3	Onion Chutney
5875	49	0	0	Plain Papadum
5876	32	0	3	Mango Chutney
5877	39	0	3	Plain Papadum
5878	56	1	1	Mint Sauce
5879	42	0	2	Plain Papadum
5880	55	1	0	Mint Sauce
5881	58	0	2	Plain Papadum
5882	45	0	5	Onion Chutney
5883	49	1	3	Spicy Papadum
5884	60	1	3	Lime Pickle
5885	61	0	1	Plain Papadum
5886	36	1	5	Onion Chutney
5887	21	1	4	Plain Papadum
5888	39	1	0	Mango Chutney
5889	58	0	3	Red Sauce
5890	67	1	3	Mint Sauce
5891	18	1	4	Plain Papadum
5892	33	1	2	Plain Papadum
5893	36	1	1	Lime Pickle
5894	27	0	5	Onion Chutney
5895	62	1	5	Mint Sauce
5896	33	0	5	Plain Papadum
5897	68	1	1	Plain Papadum
5898	55	1	5	Onion Chutney
5899	56	1	5	Onion Chutney
5900	31	0	5	Plain Papadum
5901	30	0	0	Spicy Papadum
5902	60	1	4	Red Sauce
5903	57	0	2	Plain Papadum
5904	66	0	0	Plain Papadum
5905	60	1	4	Plain Papadum
5906	46	1	4	Mango Chutney
5907	23	1	3	Mango Chutney
5908	35	1	0	Mango Chutney
5909	31	1	3	Mango Chutney
5910	33	0	4	Onion Chutney
5911	31	1	3	Mint Sauce
5912	15	1	2	Plain Papadum
5913	21	0	3	Onion Chutney
5914	61	0	2	Plain Papadum
5915	19	0	2	Mango Chutney
5916	53	1	1	Plain Papadum
5917	26	0	2	Plain Papadum
5918	40	0	2	Mint Sauce
5919	51	0	4	Plain Papadum
5920	69	1	1	Plain Papadum
5921	37	0	3	Plain Papadum
5922	50	0	3	Plain Papadum
5923	26	1	4	Mint Sauce
5924	30	0	0	Plain Papadum
5925	40	1	5	Plain Papadum
5926	54	1	5	Plain Papadum
5927	51	1	2	Mango Chutney
5928	62	0	1	Plain Papadum
5929	41	0	1	Mango Chutney
5930	34	1	1	Plain Papadum
5931	59	0	2	Mango Chutney
5932	32	1	2	Mint Sauce
5933	43	1	4	Spicy Papadum
5934	38	1	4	Mint Sauce
5935	41	0	1	Mango Chutney
5936	16	1	2	Plain Papadum
5937	29	0	0	Mango Chutney
5938	64	0	5	Mint Sauce
5939	39	1	5	Mango Chutney
5940	23	0	0	Plain Papadum
5941	63	0	0	Mint Sauce
5942	60	0	2	Spicy Papadum
5943	26	1	2	Plain Papadum
5944	43	0	1	Onion Chutney
5945	19	1	5	Plain Papadum
5946	23	1	4	Plain Papadum
5947	69	0	5	Mint Sauce
5948	63	1	4	Plain Papadum
5949	19	0	3	Plain Papadum
5950	26	0	0	Red Sauce
5951	52	1	2	Plain Papadum
5952	33	1	2	Plain Papadum
5953	47	0	0	Plain Papadum
5954	44	0	0	Plain Papadum
5955	52	1	0	Red Sauce
5956	69	0	5	Plain Papadum
5957	16	0	3	Plain Papadum
5958	39	1	0	Mint Sauce
5959	44	0	0	Spicy Papadum
5960	39	0	2	Plain Papadum
5961	63	1	3	Mint Sauce
5962	17	1	5	Plain Papadum
5963	35	0	4	Plain Papadum
5964	35	0	3	Mint Sauce
5965	69	1	0	Plain Papadum
5966	38	1	4	Plain Papadum
5967	37	0	4	Mango Chutney
5968	57	1	4	Spicy Papadum
5969	66	1	2	Plain Papadum
5970	57	0	1	Plain Papadum
5971	58	0	2	Plain Papadum
5972	40	1	4	Plain Papadum
5973	35	0	2	Plain Papadum
5974	33	0	4	Mango Chutney
5975	60	1	4	Plain Papadum
5976	18	1	0	Lime Pickle
5977	67	0	3	Plain Papadum
5978	22	1	5	Plain Papadum
5979	57	1	0	Mango Chutney
5980	56	0	3	Plain Papadum
5981	60	1	5	Plain Papadum
5982	39	1	0	Mango Chutney
5983	38	1	0	Plain Papadum
5984	19	0	4	Plain Papadum
5985	68	0	4	Onion Chutney
5986	20	0	2	Plain Papadum
5987	51	1	1	Spicy Papadum
5988	25	0	5	Mint Sauce
5989	64	0	0	Plain Papadum
5990	63	0	0	Spicy Papadum
5991	30	0	4	Red Sauce
5992	66	1	1	Plain Papadum
5993	56	1	5	Plain Papadum
5994	63	1	4	Plain Papadum
5995	57	0	1	Plain Papadum
5996	43	1	4	Lime Pickle
5997	62	1	5	Plain Papadum
5998	51	0	3	Plain Papadum
5999	23	0	1	Plain Papadum
6000	52	0	4	Mint Sauce
6001	33	1	1	Plain Papadum
